id,source_url,title,overview,outcome,status,platform,asset_urls,asset_text_extracts,created_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,https://tennesseestar.com/2020/09/21/mayor-john-cooper-claims-nashville-bar-and-restaurant-owners-have-been-playing-with-matches-in-a-barn-complaining-about-taking-their-matches-away/?fbclid=IwAR0YDsD-EOftvZS-rB0MD_33KvINt747pGTZcRpNATZUBz876m78Jb_3WYQ,American post questions Nashville Mayor's closure of bars,The post submitted for review asks whether or not Nashville Mayor John Cooper deliberately over-stated COVID-19 case count to motivate closure of bars.,The Mayor has not over-stated the COVID-19 case count iro Nashville bars. The claim has been fact-checked here: https://www.tennessean.com/story/news/2020/09/18/fact-check-nashville-mayor-cooper-coronavirus-stats/3491786001/. The post in question appears to be on a media site that seems to be deliberately skewing news and information about COVID,Resolved,Other Website,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,The Tennessee Star 5h 6 Mayor John Cooper today saying it's fake news that Nashville is hiding information about its COVID clusters in bars. Did Nashville's mayor deliberately overstate the number of coveted cases tied to Nashville bars when he shut them down July 2nd? https://sWs.sh/ZIHvU NASHVILLE NOW ON MAYOR DENIES HIDING DETAILS ON COVID CASES IN BARS COOPER CALLS ALLEGATIONS FAKE NEWS i TENNESSEESTAR.COM Mayor John Cooper Claims Nashville Bar and Restaurant Owners 'Have Been Playing with Matches in a Barn 4 41 16 Comments 6 Shares Like Comment Share |,The Tennessee Star 5h 6 Mayor John Cooper today saying it's fake news that Nashville is hiding information about its COVID clusters in bars. Did Nashville's mayor deliberately overstate the number of coveted cases tied to Nashville bars when he shut them down July 2nd? https://sWs.sh/ZIHvU NASHVILLE NOW ON MAYOR DENIES HIDING DETAILS ON COVID CASES IN BARS COOPER CALLS ALLEGATIONS FAKE NEWS i TENNESSEESTAR.COM Mayor John Cooper Claims Nashville Bar,2020-09-21 10:09:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,https://www.facebook.com/tebogo.d.zulu,Facebook: there are Indian people going around town giving people poisoned food,Complaint is that this Facebook post constitutes incitement to violence against Indian people.,Although this Facebook post does not meet the criteria for it to constitute incitement to violence,it does constitute mis- or disinformation. In addition to the potential fear mongering and stoking racial tension,the claims are part of a general production of propaganda and undermining of truthful reporting. This Facebook post as well as Opera's article are no longer available. This should be marked as fake and an infographic should be issued.,Resolved,Facebook,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__1.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__1.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/OC6T1ZYL__1.png,07:54 C Search Teebo Zamo Pearl Zulu (Nomzamo) Follow N ... . From Nongoma,KwaZulu-Natal See Teebo's About info Friends Posts I O |,07:54 C Search Teebo Zamo Pearl Zulu (Nomzamo) Follow N ... . From Nongoma,KwaZulu-Natal See Teebo's About info Friends Posts I O |,07:54 C Search Teebo Zamo Pearl Zulu (Nomzamo) Follow N ... . From Nongoma,KwaZulu-Natal See Teebo's About info Friends Posts I O |,07:54 C Search See translation 13 Like Share Teebo Zamo Pearl Zulu ... - 1 d C Durban people please refrain from taking handouts,there are Indian people going around town giving people poisoned food 248 11 comments . 1.9K shares Like Share Teebo Zamo Pearl Zulu . No man not like that |,07:54 C Search See translation 13 Like Share Teebo Zamo Pearl Zulu ... - 1 d C Durban people please refrain from taking handouts,there are Indian people going around town giving people poisoned food 248 11 comments . 1.9K shares Like Share Teebo Zamo Pearl Zulu . No man not like that |,07:54 C Search See translation 13 Like  Share,2021-07-25 6:09:11,,,,,,,,,,,,,,,,,,,,,,
1567,https://instagram.com/united_african.truth_union?utm_medium=copy_link,Instagram: South African Unfiltered Media,Complaint is that this Instagram account contains false and misleading information regarding Covid-19,the Covid-19 vaccine as well as the safety protocols.,This Instagram account contains false and misleading information regarding the Covid-19 pandemic. This information could potentially promote vaccine hesitancy as well as a potential undermining of Covid-19 safety protocols put in place by the government. This constitutes mis- or disinformation. This information serves no public interest and should be marked as fake. An infographic should be issued and this account should be flagged by Instagram.,Resolved,Instagram,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/p05k0s98__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/p05k0s98__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/p05k0s98__0.jpeg,18:21 JE a 65% united_african.truth_union 303 4,8 314 Posts Followers Following SOUTH AFRICAN UNFILTERED MEDIA News & Media Website Main account got removed. The government own your mainstream news We cover what's really happening around South Africa & the World t.me/unfilteredmediarsa Follow Message Contact NEWS COVIDIOT Fake news list MYSHEEP. / (SW NSW air Dish washer b R2,00  Listed 51 minutes ago in Durban,Kwazulu Natal y NOG'N TWEE Message sent to seller Send an Offer THIS IS HOW YOU DEAL WITH THE MAINSTREAM MEDIA ACCINE PLE DIED AFTER TAKING JAB OURNAMENT 1 WEST INDIES vs AUSTRALIA SECOND ODI CALLE WORLD WIDE RALLY FOR THE FINAL STANDOFF WORLD WIDE RALLY FREEDOM FOR FREEDOM FULLY SUPPORT YOUR RIGHT ~ SOUTH AFRICA A |,18:21 JE a 65% united_african.truth_union 303 4,8 314 Posts Followers Following SOUTH AFRICAN UNFILTERED MEDIA News & Media Website Main account got removed. The government own your mainstream news We cover what's really happening around South Africa & the World  t.me/unfilteredmediar,2021-07-25 16:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,https://twitter.com/unathi_kwaza/status/1418052956650414082?s=21,Twitter: 28 deaths from vaccine in SA so far,Complaint is that this tweet contains misleading information regarding the Covid-19 vaccine.,This tweet has been worded in a misleading manner. The official statistics are that 28 people died after being vaccinated,not from the vaccination itself. This could potentially cause public harm in the form of vaccine hesitancy. It could be useful for the Twitter user to clarify this,however,it should still be sent to Twitter. An infographic should be issued. https://www.news24.com/news24/southafrica/news/covid-19-sa-drug-regulator-probing-cases-of-28-people-who-died-after-a-vaccine-shot-20210722,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/NVMGXXQR__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/NVMGXXQR__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/NVMGXXQR__0.jpeg,5,Unathi Kwaza @Unathi_Kwaza 28 deaths from vaccine in SA so far. 3000- + reported side effects. 05:39 . 2021/07/22 . Twitter for Android 85 Retweets 18 Quote Tweets 210 Likes |,5,Unathi Kwaza @Unathi_Kwaza 28 deaths from vaccine in SA so far. 3000- + reported side effects. 05:39 . 2021/07/22 . Twitter for Android 85 Retweets 18 Quote Tweets 210 Likes |,5,Unathi Kwaza @Unathi_Kwaza 28 deaths from vaccine in SA so far. 3000- + reported side effects. 05:39 . 2021/07/22 . Twitter for Android  85 Retweets 18 Quote Tweets 210 Likes |,2021-07-27 6:12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,https://m.facebook.com/story.php?story_fbid=10165332950910545&id=825675544,Facebook: Covid-19 described as a plan,Complaint is that this Facebook post contains false and misleading information about the Covid-19 pandemic as well as the vaccines.,This post contains false and misleading information about the Covid-19 pandemic as well as the vaccines. The claim that the Covid-19 pandemic was/is a plan is false. Additionally,it is also false and misleading to claim that people are injected with something they know absolutely nothing about. This post could potentially cause public harm in the form of vaccine hesitancy. This should be marked as fake,an infographic should be issued as well as a takedown request sent to Facebook.,Resolved,Facebook,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/ktjv1sni__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/ktjv1sni__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/ktjv1sni__0.jpeg,8:15 1.4KB/s + 5 Home Favourites Recent -o- Juan Graham Locke ... 1 d . Jeanne Marie O+ 31-May is Sad,sad,sad @end your slavery THE PLAN WAS TO MAKE PEOPLE SO DESPERATE FOR A RETURN TO NORMAL THAT THEY WOULD GO AND GET INJECTED WITH SOM ETHING THEY KNOW ABSOLUTELY NOTHING ABOUT. imgflip.com |,8:15 1.4KB/s + 5 Home Favourites Recent -o- Juan Graham Locke ... 1 d . Jeanne Marie O+ 31-May is Sad,sad,sad @end your slavery THE PLAN WAS TO MAKE PEOPLE SO DESPERATE FOR A RETURN TO NORMAL THAT THEY WOULD GO AND GET INJECTED WITH SOM ETHING THEY KNOW ABSOLUTELY NOTHING ABOUT. imgflip.com |,8:15 1.4KB/s + 5 Home Favourites Recent -o- Juan Graham Locke ... 1 d . Jeanne Marie O+ 31-May is Sad,sad,sad @end your slavery THE PLAN WAS TO MAKE PEOPLE SO DESPERATE FOR A RETURN TO NORMAL THAT THEY WOULD GO AND GET INJECTED WITH SOM ETHING THEY KNOW ABSOLUTELY NOTHING ABOUT.  imgflip.com |,2021-07-27 8:02:02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,https://twitter.com/advovolicious/status/1418542351824396288?s=08,Twitter: Do not get vaccinated...you will die from this poison,Complaint is that this tweet contains false and misleading information regarding the Covid-19 vaccines.,This tweet contains false and misleading information regarding the Covid-19 vaccine,which could potentially cause public harm in the form of vaccine hesitancy. This tweet constitutes mis- or disinformation. It should be marked as fake,an infographic should be issued as well as a takedown/flagging request of this repeat offender should be sent to Twitter. This video has already been reviewed by Reuters and other fact checking media organisations: https://www.reuters.com/article/factcheck-vaccine-safety-idUSL1N2MY1TT,Resolved,Twitter,NULL,NULL,2021-07-27 11:49:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,https://m.facebook.com/story.php?story_fbid=4249269621853861&id=100003125944869,Facebook message: #BlackChild... Don't vaccinate,The complainant states: This person has posted a message onto his Facebook and whatsapp saying black people do not vaccinate. Asking him why he would do that,he gloats and says he is the king of #fakenews. Asking people to share and discourage vaccinations.,This is a statement of opinion/ sentiment aimed to mislead. The post is no longer available and seems to have been removed.,Resolved,Facebook,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4wlml8xn__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4wlml8xn__0.jpeg,- Manosa Nthunya 1h . A Phone Call from Mandela #Blackchild: Don't Vaccinate. Wait till you hear from the President. Send this Message to Everyone. Call them. Only if you Love Black People,of course! Visit the COVID-19 Information Center for vaccine f resources. Get Vaccine Info 2 1 Comment Like Comment Share |,- Manosa Nthunya 1h . A Phone Call from Mandela #Blackchild: Don't Vaccinate. Wait till you hear from the President. Send this Message to Everyone. Call them. Only if you Love Black People,of course! Visit the COVID-19 Information Center for vaccine f resources. Get Vaccine Info 2 1 Comment Like Comment  Share |,2021-07-28 6:59:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,https://twitter.com/Richard_Spoor/status/1420050304360386562?s=20,Tweet claims that new COVID-19 strains more likely among vaccinated,Complainant states: Richard Spoor makes unfounded claims about the vaccine and in spite of being correct numerous times in replies to his tweet...,This statement has been refuted and is thus misinformation. There is no evidence that COVID-19 vaccinations have caused the original coronavirus to mutate. As explained... by the World Health Organization (WHO),when a virus is spreading widely in a population and infecting many people,it is more likely to mutate. 'The more opportunities a virus has to spread,the more it replicates – and the more opportunities it has to undergo changes',” the WHO says.   Source: https://www.reuters.com/article/factcheck-vaccine-variants-idUSL2N2NL1M2,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4GJTNAFM__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4GJTNAFM__0.jpeg,Richard Spoor @Richard_Spoor Replying to @pierredevos Pierre that's not true. There are strong indications that new strains are more likely to evolve among the vaccinated than the unvaccinated. The vaccinated are vulnerable to infection by new strains and nature finds a way. There is no such pressure to evolve from the unvaccinated. 5:55 PM . Jul 27,2021 from White River,South Africa . Twitter for iPhone 16 Retweets 13 Quote Tweets 100 Likes |,Richard Spoor @Richard_Spoor Replying to @pierredevos Pierre that's not true. There are strong indications that new strains are more likely to evolve among the vaccinated than the unvaccinated. The vaccinated are vulnerable to infection by new strains and nature finds a way. There is no such pressure to evolve from the unvaccinated. 5:55 PM . Jul 27,2021 from White River,South Africa . Twitter for iPhone 16 Retweets 13 Quote Tweets  100 Likes |,2021-07-28 10:50:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,How mass vaccination during a pandemic can give rise to dangerous new strains. Don’t shoot me it’s a paper published in Nature.#thearfness  https://t.co/3sDoi3QDSi,COVID-19 mis- or disinformation regarding vaccination and the emergence of new variants of SARS-CoV-2,The Tweet by Richard Spoor falsely claims that a paper published in Nature explains how mass vaccination during a pandemic can give rise to dangerous new strains.,The publication constitutes mis- or disinformation. The article discusses antibody-dependent enhancement (ADE) and SARS-CoV-2 vaccines and therapies. The article concludes that clinical data has not yet fully established a role for ADE in human COVID-19 pathology. The article does not explain how mass vaccination during a pandemic can give rise to dangerous new strains. In the current context,the false information expressed in the Tweet could reasonably be construed to induce vaccine hesitancy. This may increase the transmission of SARS-CoV-2,and cause severe public harm.,Resolved,Twitter,NULL,NULL,2021-07-29 6:57:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,https://mobile.twitter.com/advovolicious/status/1418652486525538310,Twitter: Do not get vaccinated,Complaint is that this tweet contains false and misleading information regarding the Covid-19 vaccine,which could possibly constitute mis- or disinformation.,This tweet contains false and misleading information regarding the Covid-19 vaccine. This information could potentially cause public harm in the form of vaccine hesitancy. Thus,this tweet constitutes mis- or disinformation. This should be marked as fake,an infographic should be issued as well as a takedown request sent to Twitter.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/GLI5T2EG__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/GLI5T2EG__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/GLI5T2EG__0.png,that if Man's NOT Barry Roux é @advovolicious . Jul 23 put it to you...? noty Do not get vaccinated. The media is not exposing what ingredients are in these vaccines but instead they are encouraging you to be vaccinated. Please don't get vaccinated or else you will die because of this poison. #VaccineRollOutSA I Karyn Karyn Maughan v @karynmaughan < Tweet I turn 42 tomorrow. And I just got my first #COVID19 Karyn Maughan vaccination jab. @karynmaughan So grateful that my diabetic self is going to be far more protected I have tested positive for Covic against the fatal outcomes of this Hope that the vaccine will prot disease. worst of this. Am in hospital. So heartbroken for the friends Please pray for me. who lost their lives because they 16:50 . 23 Jul 21 . Twitter for iPhone never got that protection. 68 95 235 that Man's NOT Barry Roux @advovolicious - . Jul 24 put it Please note this post doesn't mean that iam worried about Karyn i dont wish her a speedy recovery because she is a toxic person. 1 17  8 |,t,2021-07-29 12:08:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,https://twitter.com/advovolicious/status/1418652486525538310,Twitter: Do not get vaccinated...or else you will die because of this poison,Complaint is that this tweet contains false and misleading information regarding the Covid-19 vaccines.,This tweet contains false and misleading information regarding the Covid-19 vaccine. This information could potentially cause public harm in the form of vaccine hesitancy. Thus,this tweet constitutes mis- or disinformation. However,this does not constitute hate speech. This should be marked as fake and an infographic should be issued. A takedown request has already been sent to Twitter for another linked complaint.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/M34QG4BM__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/M34QG4BM__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/M34QG4BM__0.png,Thread Man's NOT Barry Roux @advovolicious Jul 23 Do not get vaccinated. The media is not exposing what ingredients are in these vaccines but instead they are encouraging you to be vaccinated. Please don't get vaccinated or else you will die because of this poison. #VaccineRollOutSA I Karyn Karyn Maughan @karynmaughan Tweet I turn 42 tomorrow. And I just got my first #COVID19 Karyn Maughan 0 vaccination jab. @karynmaughan So grateful that my diabetic self is going to be far more protected I have tested positive for Covic against the fatal outcomes of this Hope that the vaccine will prot disease. worst of this. Am in hospital. So heartbroken for the friends Please pray for me. who lost their lives because they 16:50 . 23 Jul 21 . Twitter for iPhone never got that protection. 68 27 95 235 Tip Man's NOT Barry Roux @advovolicious . Jul 24 Please note this post doesn't mean that iam worried about Karyn i dont wish her a speedy recovery because she is a toxic person. 1 L7 8 + Tip |,Thread Man's NOT Barry Roux  @adv,2021-07-29 14:24:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
